source,target,weight,source_color,target_color
ITU M.3400,ITU M.3400,5,#7C43B5,#7C43B5
ITU M.3400,ITU M.3010,7,#7C43B5,#7C43B5
ITU M.3400,ITU M.3020,4,#7C43B5,#7C43B5
ITU M.3400,ITU M.3000,1,#7C43B5,#7C43B5
ITU M.3400,ITU M.3100,1,#7C43B5,#7C43B5
ITU M.3400,ITU M.3180,1,#7C43B5,#7C43B5
ITU M.3400,ITU M.3200,2,#7C43B5,#7C43B5
ITU M.3400,ITU M.20,4,#7C43B5,#7C43B5
ITU M.3400,ITU M.3208.1,1,#7C43B5,#7C43B5
ITU M.3400,ITU M.3211.1,1,#7C43B5,#7C43B5
ITU M.3400,ITU X.700,1,#7C43B5,#7C43B5
ITU M.3400,ITU X.701,1,#7C43B5,#7C43B5
ITU M.3400,ITU X.730,1,#7C43B5,#7C43B5
ITU M.3400,ITU X.731,2,#7C43B5,#7C43B5
ITU M.3400,ITU X.732,1,#7C43B5,#7C43B5
ITU M.3400,ITU X.733,1,#7C43B5,#7C43B5
ITU M.3400,ITU X.734,1,#7C43B5,#7C43B5
ITU M.3400,ITU X.735,1,#7C43B5,#7C43B5
ITU M.3400,ITU X.736,1,#7C43B5,#7C43B5
ITU M.3400,ITU X.737,1,#7C43B5,#7C43B5
ITU M.3400,ITU X.738,1,#7C43B5,#7C43B5
ITU M.3400,ITU X.739,1,#7C43B5,#7C43B5
ITU M.3400,ITU X.740,1,#7C43B5,#7C43B5
ITU M.3400,ITU X.741,1,#7C43B5,#7C43B5
ITU M.3400,ITU X.742,1,#7C43B5,#7C43B5
ITU M.3400,ITU X.745,1,#7C43B5,#7C43B5
ITU M.3400,ITU X.800,2,#7C43B5,#7C43B5
ITU M.3400,ISO 7498-4,1,#7C43B5,#7C43B5
ITU M.3400,ISO 10040,1,#7C43B5,#7C43B5
ITU M.3400,ISO 10164-1,1,#7C43B5,#7C43B5
ITU M.3400,ISO 10164-2,1,#7C43B5,#7C43B5
ITU M.3400,ISO 10164-3,1,#7C43B5,#7C43B5
ITU M.3400,ISO 10164-4,1,#7C43B5,#7C43B5
ITU M.3400,ISO 10164-5,1,#7C43B5,#7C43B5
ITU M.3400,ISO 10164-6,1,#7C43B5,#7C43B5
ITU M.3400,ISO 10164-7,1,#7C43B5,#7C43B5
ITU M.3400,ISO 10164-14,1,#7C43B5,#7C43B5
ITU M.3400,ISO 10164-13,1,#7C43B5,#7C43B5
ITU M.3400,ISO 10164-11,1,#7C43B5,#7C43B5
ITU M.3400,ISO 10164-8,1,#7C43B5,#7C43B5
ITU M.3400,ISO 10164-9,1,#7C43B5,#7C43B5
ITU M.3400,ISO 10164-10,1,#7C43B5,#7C43B5
ITU M.3400,ISO 10164-12,1,#7C43B5,#7C43B5
ITU M.3400,ISO 7498-2,1,#7C43B5,#7C43B5
ITU M.20,ITU M.20,1,#7C43B5,#7C43B5
ITU M.20,ITU Q.22,1,#7C43B5,#7C43B5
ITU M.20,ITU G.821,1,#7C43B5,#7C43B5
ITU M.20,ITU G.752,1,#7C43B5,#7C43B5
ITU M.20,ITU G.704,1,#7C43B5,#7C43B5
ITU M.20,ITU G.732,1,#7C43B5,#7C43B5
ITU M.20,ITU G.733,1,#7C43B5,#7C43B5
ITU M.20,ITU M.60,1,#7C43B5,#7C43B5
ITU M.20,ITU M.70,1,#7C43B5,#7C43B5
ITU M.20,ITU M.710,1,#7C43B5,#7C43B5
ITU M.20,ITU M.80,1,#7C43B5,#7C43B5
ITU M.20,ITU M.90,1,#7C43B5,#7C43B5
ITU M.20,ITU M.21,1,#7C43B5,#7C43B5
ITU M.20,ITU M.3010,1,#7C43B5,#7C43B5
ITU M.20,ITU M.2100,1,#7C43B5,#7C43B5
ITU M.20,ITU M.34,1,#7C43B5,#7C43B5
ITU M.20,ITU M.4030,1,#7C43B5,#7C43B5
ITU M.20,ITU M.4100,1,#7C43B5,#7C43B5
ITU M.20,ITU M.2110,1,#7C43B5,#7C43B5
ITU M.20,ITU M.1550,1,#7C43B5,#7C43B5
ITU M.20,ITU M.1560,1,#7C43B5,#7C43B5
ITU M.20,ITU M.1000,1,#7C43B5,#7C43B5
ITU M.3000,ITU M.3100,2,#7C43B5,#7C43B5
ITU M.3000,ITU M.3020,1,#7C43B5,#7C43B5
ITU M.3010,ITU X.700,1,#7C43B5,#7C43B5
ITU M.3010,ITU X.701,1,#7C43B5,#7C43B5
ITU M.3010,ITU X.703,3,#7C43B5,#7C43B5
ITU M.3010,ITU X.724,6,#7C43B5,#7C43B5
ITU M.3010,ITU X.720,4,#7C43B5,#7C43B5
ITU M.3010,ITU X.725,1,#7C43B5,#7C43B5
ITU M.3010,ITU X.290,2,#7C43B5,#7C43B5
ITU M.3010,ITU M.3013,1,#7C43B5,#7C43B5
ITU M.3010,ITU M.3020,1,#7C43B5,#7C43B5
ITU M.3010,ITU M.3200,1,#7C43B5,#7C43B5
ITU M.3010,ITU M.3400,2,#7C43B5,#7C43B5
ITU M.3010,ITU Q.811,4,#7C43B5,#7C43B5
ITU M.3010,ITU Q.812,3,#7C43B5,#7C43B5
ITU M.3010,ITU X.200,1,#7C43B5,#7C43B5
ITU M.3010,ITU Q.82,1,#7C43B5,#7C43B5
ITU M.3010,ITU M.3000,1,#7C43B5,#7C43B5
ITU M.3010,ITU M.32,1,#7C43B5,#7C43B5
ITU M.3010,ISO 10040,1,#7C43B5,#7C43B5
ITU M.3010,ISO 13244,1,#7C43B5,#7C43B5
ITU M.3010,ISO 10165-6,1,#7C43B5,#7C43B5
ITU M.3010,ISO 10165-1,1,#7C43B5,#7C43B5
ITU M.3010,ISO 10165-7,1,#7C43B5,#7C43B5
ITU M.3010,ISO 7498-1,1,#7C43B5,#7C43B5
ITU M.3020,ITU M.3020,1,#7C43B5,#7C43B5
ITU M.3020,ITU M.3200,8,#7C43B5,#7C43B5
ITU M.3020,ITU M.3050,7,#7C43B5,#7C43B5
ITU M.3020,ITU M.3400,9,#7C43B5,#7C43B5
ITU M.3020,ITU M.3010,6,#7C43B5,#7C43B5
ITU M.3020,ITU M.3060,4,#7C43B5,#7C43B5
ITU M.3020,ITU M.3050.0,3,#7C43B5,#7C43B5
ITU M.3020,ITU Q.812,3,#7C43B5,#7C43B5
ITU M.3020,ITU X.680,23,#7C43B5,#7C43B5
ITU M.3020,ITU X.681,3,#7C43B5,#7C43B5
ITU M.3020,ITU X.501,4,#7C43B5,#7C43B5
ITU M.3020,ITU X.722,5,#7C43B5,#7C43B5
ITU M.3020,ITU Z.100,3,#7C43B5,#7C43B5
ITU M.3020,ITU Z.601,10,#7C43B5,#7C43B5
ITU M.3020,ITU M.1400,1,#7C43B5,#7C43B5
ITU M.3020,ITU M.1401,2,#7C43B5,#7C43B5
ITU M.3020,ITU M.1402,2,#7C43B5,#7C43B5
ITU M.3020,ITU M.1403,2,#7C43B5,#7C43B5
ITU M.3020,ITU M.1404,2,#7C43B5,#7C43B5
ITU M.3020,ITU M.1405,2,#7C43B5,#7C43B5
ITU M.3020,ISO 8824-1,1,#7C43B5,#7C43B5
ITU M.3020,ISO 8824-2,1,#7C43B5,#7C43B5
ITU M.3020,ISO 9594-2,1,#7C43B5,#7C43B5
ITU M.3020,ISO 10165-4,1,#7C43B5,#7C43B5
ITU M.3100,ITU X.521,6,#7C43B5,#7C43B5
ITU M.3100,ITU M.3010,1,#7C43B5,#7C43B5
ITU M.3100,ITU X.720,1,#7C43B5,#7C43B5
ITU M.3100,ITU X.722,1,#7C43B5,#7C43B5
ITU M.3100,ITU X.208,1,#7C43B5,#7C43B5
ITU M.3100,ITU X.721,1,#7C43B5,#7C43B5
ITU M.3100,ITU G.803,1,#7C43B5,#7C43B5
ITU M.3100,ITU Q.821,1,#7C43B5,#7C43B5
ITU M.3180,ITU M.3010,1,#7C43B5,#7C43B5
ITU M.3180,ITU X.722,1,#7C43B5,#7C43B5
ITU M.3180,ITU X.701,1,#7C43B5,#7C43B5
ITU M.3180,ITU M.3100,1,#7C43B5,#7C43B5
ITU M.3180,ITU Q.810,1,#7C43B5,#7C43B5
ITU M.3180,ITU G.774,1,#7C43B5,#7C43B5
ITU M.3180,ITU X.721,1,#7C43B5,#7C43B5
ITU M.3180,ITU M.3400,1,#7C43B5,#7C43B5
ITU M.3180,ITU Q.821,1,#7C43B5,#7C43B5
ITU M.3180,ISO 10040,1,#7C43B5,#7C43B5
ITU M.3180,ISO 10165-1,1,#7C43B5,#7C43B5
ITU M.3180,ISO 10165-2,2,#7C43B5,#7C43B5
ITU M.3180,ISO 10165-4,1,#7C43B5,#7C43B5
ITU M.3200,ITU M.3010,1,#7C43B5,#7C43B5
ITU M.3200,ITU M.3020,1,#7C43B5,#7C43B5
ITU M.3200,ITU M.3100,1,#7C43B5,#7C43B5
ITU M.3200,ITU M.3400,1,#7C43B5,#7C43B5
ITU M.3200,ITU Q.500,1,#7C43B5,#7C43B5
ITU M.3200,ITU Q.512,1,#7C43B5,#7C43B5
ITU M.3200,ITU Q.513,1,#7C43B5,#7C43B5
ITU M.3200,ITU Q.521,1,#7C43B5,#7C43B5
ITU M.3200,ITU Q.541,1,#7C43B5,#7C43B5
ITU M.3200,ITU Q.542,1,#7C43B5,#7C43B5
ITU M.3200,ITU Q.750,1,#7C43B5,#7C43B5
ITU M.3200,ITU Q.751.1,1,#7C43B5,#7C43B5
ITU M.3200,ITU Q.752,1,#7C43B5,#7C43B5
ITU M.3200,ITU Q.753,1,#7C43B5,#7C43B5
ITU M.3200,ITU Q.754,1,#7C43B5,#7C43B5
ITU M.3200,ITU Q.821,1,#7C43B5,#7C43B5
ITU M.3200,ITU M.817,1,#7C43B5,#7C43B5
ITU M.3208.1,ITU G.805,1,#7C43B5,#7C43B5
ITU M.3208.1,ITU M.3010,1,#7C43B5,#7C43B5
ITU M.3208.1,ITU M.3020,1,#7C43B5,#7C43B5
ITU M.3208.1,ITU M.3200,1,#7C43B5,#7C43B5
ITU M.3208.1,ITU M.3320,1,#7C43B5,#7C43B5
ITU M.3208.1,ITU M.3400,1,#7C43B5,#7C43B5
ITU M.3208.1,ITU Q.821,1,#7C43B5,#7C43B5
ITU M.3208.1,ITU X.790,1,#7C43B5,#7C43B5
ITU M.3208.1,ITU G.851,1,#7C43B5,#7C43B5
ITU M.3211.1,ITU M.3020,1,#7C43B5,#7C43B5
ITU M.3211.1,ITU M.3200,1,#7C43B5,#7C43B5
ITU M.3211.1,ITU M.3400,1,#7C43B5,#7C43B5
ITU M.3211.1,ITU M.3600,1,#7C43B5,#7C43B5
ITU M.3211.1,ITU M.3602,1,#7C43B5,#7C43B5
ITU M.3211.1,ITU M.3603,1,#7C43B5,#7C43B5
ITU M.3211.1,ITU M.3604,1,#7C43B5,#7C43B5
ITU M.3211.1,ITU M.3640,1,#7C43B5,#7C43B5
ITU M.3211.1,ITU M.3641,1,#7C43B5,#7C43B5
ITU M.3211.1,ITU M.3660,1,#7C43B5,#7C43B5
ITU M.3211.1,ITU Q.931,1,#7C43B5,#7C43B5
ITU X.700,ITU X.200,1,#7C43B5,#7C43B5
ITU X.700,ITU X.800,1,#7C43B5,#7C43B5
ITU X.700,ISO 7498-4,1,#7C43B5,#7C43B5
ITU X.701,ITU X.200,1,#7C43B5,#7C43B5
ITU X.701,ITU X.207,1,#7C43B5,#7C43B5
ITU X.701,ITU X.217,1,#7C43B5,#7C43B5
ITU X.701,ITU X.227,1,#7C43B5,#7C43B5
ITU X.701,ITU X.680,1,#7C43B5,#7C43B5
ITU X.701,ITU X.681,1,#7C43B5,#7C43B5
ITU X.701,ITU X.682,1,#7C43B5,#7C43B5
ITU X.701,ITU X.683,1,#7C43B5,#7C43B5
ITU X.701,ITU X.690,1,#7C43B5,#7C43B5
ITU X.701,ITU X.691,1,#7C43B5,#7C43B5
ITU X.701,ITU X.702,1,#7C43B5,#7C43B5
ITU X.701,ITU X.712,1,#7C43B5,#7C43B5
ITU X.701,ITU X.720,1,#7C43B5,#7C43B5
ITU X.701,ITU X.721,1,#7C43B5,#7C43B5
ITU X.701,ITU X.722,1,#7C43B5,#7C43B5
ITU X.701,ITU X.723,1,#7C43B5,#7C43B5
ITU X.701,ITU X.724,1,#7C43B5,#7C43B5
ITU X.701,ITU X.725,1,#7C43B5,#7C43B5
ITU X.701,ITU X.730,1,#7C43B5,#7C43B5
ITU X.701,ITU X.731,1,#7C43B5,#7C43B5
ITU X.701,ITU X.732,1,#7C43B5,#7C43B5
ITU X.701,ITU X.733,1,#7C43B5,#7C43B5
ITU X.701,ITU X.734,1,#7C43B5,#7C43B5
ITU X.701,ITU X.735,1,#7C43B5,#7C43B5
ITU X.701,ITU X.736,1,#7C43B5,#7C43B5
ITU X.701,ITU X.737,1,#7C43B5,#7C43B5
ITU X.701,ITU X.738,1,#7C43B5,#7C43B5
ITU X.701,ITU X.739,1,#7C43B5,#7C43B5
ITU X.701,ITU X.740,1,#7C43B5,#7C43B5
ITU X.701,ITU X.741,1,#7C43B5,#7C43B5
ITU X.701,ITU X.742,1,#7C43B5,#7C43B5
ITU X.701,ITU X.745,1,#7C43B5,#7C43B5
ITU X.701,ITU X.746,1,#7C43B5,#7C43B5
ITU X.701,ITU X.751,1,#7C43B5,#7C43B5
ITU X.701,ITU X.208,1,#7C43B5,#7C43B5
ITU X.701,ITU X.209,1,#7C43B5,#7C43B5
ITU X.701,ITU X.219,1,#7C43B5,#7C43B5
ITU X.701,ITU X.229,1,#7C43B5,#7C43B5
ITU X.701,ITU X.290,1,#7C43B5,#7C43B5
ITU X.701,ITU X.296,1,#7C43B5,#7C43B5
ITU X.701,ITU X.700,1,#7C43B5,#7C43B5
ITU X.701,ITU X.710,1,#7C43B5,#7C43B5
ITU X.701,ITU X.711,1,#7C43B5,#7C43B5
ITU X.701,ITU X.860,1,#7C43B5,#7C43B5
ITU X.701,ITU X.861,1,#7C43B5,#7C43B5
ITU X.701,ITU X.862,1,#7C43B5,#7C43B5
ITU X.701,ITU M.3000,1,#7C43B5,#7C43B5
ITU X.701,ISO 10040,2,#7C43B5,#7C43B5
ITU X.701,ISO 7498-1,2,#7C43B5,#7C43B5
ITU X.701,ISO 9545,2,#7C43B5,#7C43B5
ITU X.701,ISO 8649,3,#7C43B5,#7C43B5
ITU X.701,ISO 8650-1,4,#7C43B5,#7C43B5
ITU X.701,ISO 8824-1,3,#7C43B5,#7C43B5
ITU X.701,ISO 8824-2,1,#7C43B5,#7C43B5
ITU X.701,ISO 8824-3,1,#7C43B5,#7C43B5
ITU X.701,ISO 8824-4,1,#7C43B5,#7C43B5
ITU X.701,ISO 8825,4,#7C43B5,#7C43B5
ITU X.701,ISO 8825-2,1,#7C43B5,#7C43B5
ITU X.701,ISO 11587,4,#7C43B5,#7C43B5
ITU X.701,ISO 9596-2,1,#7C43B5,#7C43B5
ITU X.701,ISO 10165-1,4,#7C43B5,#7C43B5
ITU X.701,ISO 10165-2,2,#7C43B5,#7C43B5
ITU X.701,ISO 10165-4,2,#7C43B5,#7C43B5
ITU X.701,ISO 10165-5,2,#7C43B5,#7C43B5
ITU X.701,ISO 10165-6,5,#7C43B5,#7C43B5
ITU X.701,ISO 10165-7,3,#7C43B5,#7C43B5
ITU X.701,ISO 10164-1,3,#7C43B5,#7C43B5
ITU X.701,ISO 10164-2,1,#7C43B5,#7C43B5
ITU X.701,ISO 10164-3,1,#7C43B5,#7C43B5
ITU X.701,ISO 10164-4,1,#7C43B5,#7C43B5
ITU X.701,ISO 10164-5,1,#7C43B5,#7C43B5
ITU X.701,ISO 10164-6,1,#7C43B5,#7C43B5
ITU X.701,ISO 10164-7,1,#7C43B5,#7C43B5
ITU X.701,ISO 10164-14,1,#7C43B5,#7C43B5
ITU X.701,ISO 10164-13,1,#7C43B5,#7C43B5
ITU X.701,ISO 10164-11,1,#7C43B5,#7C43B5
ITU X.701,ISO 10164-8,1,#7C43B5,#7C43B5
ITU X.701,ISO 10164-9,1,#7C43B5,#7C43B5
ITU X.701,ISO 10164-10,1,#7C43B5,#7C43B5
ITU X.701,ISO 10164-12,1,#7C43B5,#7C43B5
ITU X.701,ISO 10164-15,1,#7C43B5,#7C43B5
ITU X.701,ISO 10164-17,1,#7C43B5,#7C43B5
ITU X.701,ISO 9072-1,2,#7C43B5,#7C43B5
ITU X.701,ISO 9072-2,1,#7C43B5,#7C43B5
ITU X.701,ISO 9646-1,3,#7C43B5,#7C43B5
ITU X.701,ISO 9646-7,2,#7C43B5,#7C43B5
ITU X.701,ISO 7498-4,4,#7C43B5,#7C43B5
ITU X.701,ISO 9595,4,#7C43B5,#7C43B5
ITU X.701,ISO 9596-1,7,#7C43B5,#7C43B5
ITU X.701,ISO 10026-1,2,#7C43B5,#7C43B5
ITU X.701,ISO 10026-2,1,#7C43B5,#7C43B5
ITU X.701,ISO 10026-3,1,#7C43B5,#7C43B5
ITU X.701,ISO 8571,2,#7C43B5,#7C43B5
ITU X.730,ITU X.701,1,#7C43B5,#7C43B5
ITU X.730,ITU X.720,1,#7C43B5,#7C43B5
ITU X.730,ITU X.721,1,#7C43B5,#7C43B5
ITU X.730,ITU X.722,1,#7C43B5,#7C43B5
ITU X.730,ITU X.733,1,#7C43B5,#7C43B5
ITU X.730,ITU X.734,1,#7C43B5,#7C43B5
ITU X.730,ITU X.735,1,#7C43B5,#7C43B5
ITU X.730,ITU X.200,1,#7C43B5,#7C43B5
ITU X.730,ITU X.209,1,#7C43B5,#7C43B5
ITU X.730,ITU X.210,1,#7C43B5,#7C43B5
ITU X.730,ITU X.290,1,#7C43B5,#7C43B5
ITU X.730,ITU X.700,1,#7C43B5,#7C43B5
ITU X.730,ITU X.710,1,#7C43B5,#7C43B5
ITU X.730,ISO 10164-1,1,#7C43B5,#7C43B5
ITU X.730,ISO 7498-4,2,#7C43B5,#7C43B5
ITU X.730,ISO 7498-1,3,#7C43B5,#7C43B5
ITU X.730,ISO 9545,2,#7C43B5,#7C43B5
ITU X.730,ISO 10040,5,#7C43B5,#7C43B5
ITU X.730,ISO 10165-4,3,#7C43B5,#7C43B5
ITU X.730,ISO 10165-1,3,#7C43B5,#7C43B5
ITU X.730,ISO 10165-2,6,#7C43B5,#7C43B5
ITU X.730,ISO 10164-4,4,#7C43B5,#7C43B5
ITU X.730,ISO 10164-5,3,#7C43B5,#7C43B5
ITU X.730,ISO 10164-6,4,#7C43B5,#7C43B5
ITU X.730,ISO 8825,3,#7C43B5,#7C43B5
ITU X.730,ISO 9646-1,1,#7C43B5,#7C43B5
ITU X.730,ISO 9595,12,#7C43B5,#7C43B5
ITU X.731,ITU X.701,1,#7C43B5,#7C43B5
ITU X.731,ITU X.720,1,#7C43B5,#7C43B5
ITU X.731,ITU X.721,1,#7C43B5,#7C43B5
ITU X.731,ITU X.722,1,#7C43B5,#7C43B5
ITU X.731,ITU X.732,1,#7C43B5,#7C43B5
ITU X.731,ITU X.733,1,#7C43B5,#7C43B5
ITU X.731,ITU X.734,1,#7C43B5,#7C43B5
ITU X.731,ITU X.735,1,#7C43B5,#7C43B5
ITU X.731,ITU X.200,1,#7C43B5,#7C43B5
ITU X.731,ITU X.209,1,#7C43B5,#7C43B5
ITU X.731,ITU X.210,1,#7C43B5,#7C43B5
ITU X.731,ITU X.290,1,#7C43B5,#7C43B5
ITU X.731,ITU X.700,1,#7C43B5,#7C43B5
ITU X.731,ITU X.710,1,#7C43B5,#7C43B5
ITU X.731,ISO 10164-2,1,#7C43B5,#7C43B5
ITU X.731,ISO 7498-4,2,#7C43B5,#7C43B5
ITU X.731,ISO 7498-1,3,#7C43B5,#7C43B5
ITU X.731,ISO 9545,2,#7C43B5,#7C43B5
ITU X.731,ISO 10040,5,#7C43B5,#7C43B5
ITU X.731,ISO 10165-4,3,#7C43B5,#7C43B5
ITU X.731,ISO 10165-1,1,#7C43B5,#7C43B5
ITU X.731,ISO 10165-2,9,#7C43B5,#7C43B5
ITU X.731,ISO 10164-3,2,#7C43B5,#7C43B5
ITU X.731,ISO 10164-4,3,#7C43B5,#7C43B5
ITU X.731,ISO 10164-5,3,#7C43B5,#7C43B5
ITU X.731,ISO 10164-6,3,#7C43B5,#7C43B5
ITU X.731,ISO 8825,3,#7C43B5,#7C43B5
ITU X.731,ISO 9646-1,1,#7C43B5,#7C43B5
ITU X.731,ISO 9595,4,#7C43B5,#7C43B5
ITU X.731,ISO 10164-1,3,#7C43B5,#7C43B5
ITU X.732,ITU X.701,1,#7C43B5,#7C43B5
ITU X.732,ITU X.720,1,#7C43B5,#7C43B5
ITU X.732,ITU X.721,1,#7C43B5,#7C43B5
ITU X.732,ITU X.722,1,#7C43B5,#7C43B5
ITU X.732,ITU X.733,1,#7C43B5,#7C43B5
ITU X.732,ITU X.734,1,#7C43B5,#7C43B5
ITU X.732,ITU X.735,1,#7C43B5,#7C43B5
ITU X.732,ITU X.200,1,#7C43B5,#7C43B5
ITU X.732,ITU X.209,1,#7C43B5,#7C43B5
ITU X.732,ITU X.210,1,#7C43B5,#7C43B5
ITU X.732,ITU X.290,1,#7C43B5,#7C43B5
ITU X.732,ITU X.700,1,#7C43B5,#7C43B5
ITU X.732,ITU X.710,1,#7C43B5,#7C43B5
ITU X.732,ISO 10164-3,1,#7C43B5,#7C43B5
ITU X.732,ISO 7498-4,2,#7C43B5,#7C43B5
ITU X.732,ISO 7498-1,3,#7C43B5,#7C43B5
ITU X.732,ISO 9545,2,#7C43B5,#7C43B5
ITU X.732,ISO 10040,5,#7C43B5,#7C43B5
ITU X.732,ISO 10165-4,3,#7C43B5,#7C43B5
ITU X.732,ISO 10165-1,1,#7C43B5,#7C43B5
ITU X.732,ISO 10165-2,9,#7C43B5,#7C43B5
ITU X.732,ISO 10164-4,3,#7C43B5,#7C43B5
ITU X.732,ISO 10164-5,3,#7C43B5,#7C43B5
ITU X.732,ISO 10164-6,2,#7C43B5,#7C43B5
ITU X.732,ISO 8825,3,#7C43B5,#7C43B5
ITU X.732,ISO 9646-1,1,#7C43B5,#7C43B5
ITU X.732,ISO 9595,4,#7C43B5,#7C43B5
ITU X.732,ISO 10164-2,1,#7C43B5,#7C43B5
ITU X.732,ISO 10164-1,3,#7C43B5,#7C43B5
ITU X.733,ITU X.701,4,#7C43B5,#7C43B5
ITU X.733,ITU X.731,1,#7C43B5,#7C43B5
ITU X.733,ITU X.732,1,#7C43B5,#7C43B5
ITU X.733,ITU X.7341,1,#7C43B5,#7C43B5
ITU X.733,ITU X.720,1,#7C43B5,#7C43B5
ITU X.733,ITU X.721,2,#7C43B5,#7C43B5
ITU X.733,ITU X.722,1,#7C43B5,#7C43B5
ITU X.733,ITU X.7001,1,#7C43B5,#7C43B5
ITU X.733,ITU X.200,1,#7C43B5,#7C43B5
ITU X.733,ITU X.208,1,#7C43B5,#7C43B5
ITU X.733,ITU X.210,1,#7C43B5,#7C43B5
ITU X.733,ITU X.710,1,#7C43B5,#7C43B5
ITU X.733,ITU X.290,1,#7C43B5,#7C43B5
ITU X.733,ISO 10165-2,11,#7C43B5,#7C43B5
ITU X.733,ISO 10164-4,10,#7C43B5,#7C43B5
ITU X.733,ISO 7498-4,3,#7C43B5,#7C43B5
ITU X.733,ISO 7498-1,3,#7C43B5,#7C43B5
ITU X.733,ISO 9545,2,#7C43B5,#7C43B5
ITU X.733,ISO 10165-4,3,#7C43B5,#7C43B5
ITU X.733,ISO 10040,9,#7C43B5,#7C43B5
ITU X.733,ISO 10164-2,3,#7C43B5,#7C43B5
ITU X.733,ISO 10164-3,3,#7C43B5,#7C43B5
ITU X.733,ISO 10164-5,5,#7C43B5,#7C43B5
ITU X.733,ISO 10165-1,1,#7C43B5,#7C43B5
ITU X.733,ISO 8824-1,6,#7C43B5,#7C43B5
ITU X.733,ISO 9595,5,#7C43B5,#7C43B5
ITU X.733,ISO 9646-1,2,#7C43B5,#7C43B5
ITU X.733,ISO 8825,2,#7C43B5,#7C43B5
ITU X.734,ITU X.701,1,#7C43B5,#7C43B5
ITU X.734,ITU X.721,1,#7C43B5,#7C43B5
ITU X.734,ITU X.730,1,#7C43B5,#7C43B5
ITU X.734,ITU X.731,1,#7C43B5,#7C43B5
ITU X.734,ITU X.200,1,#7C43B5,#7C43B5
ITU X.734,ITU X.210,1,#7C43B5,#7C43B5
ITU X.734,ITU X.700,1,#7C43B5,#7C43B5
ITU X.734,ITU X.208,1,#7C43B5,#7C43B5
ITU X.734,ITU X.209,1,#7C43B5,#7C43B5
ITU X.734,ITU X.710,1,#7C43B5,#7C43B5
ITU X.734,ITU X.290,1,#7C43B5,#7C43B5
ITU X.734,ISO 10164-5,1,#7C43B5,#7C43B5
ITU X.734,ISO 7498-4,3,#7C43B5,#7C43B5
ITU X.734,ISO 7498-1,3,#7C43B5,#7C43B5
ITU X.734,ISO 9545,2,#7C43B5,#7C43B5
ITU X.734,ISO 10040,5,#7C43B5,#7C43B5
ITU X.734,ISO 10165-2,4,#7C43B5,#7C43B5
ITU X.734,ISO 10164-1,10,#7C43B5,#7C43B5
ITU X.734,ISO 10164-2,9,#7C43B5,#7C43B5
ITU X.734,ISO 8824-1,1,#7C43B5,#7C43B5
ITU X.734,ISO 8825,3,#7C43B5,#7C43B5
ITU X.734,ISO 9595,2,#7C43B5,#7C43B5
ITU X.734,ISO 9646-1,1,#7C43B5,#7C43B5
ITU X.734,ISO 10164-6,1,#7C43B5,#7C43B5
ITU X.735,ITU X.701,1,#7C43B5,#7C43B5
ITU X.735,ITU X.721,1,#7C43B5,#7C43B5
ITU X.735,ITU X.730,1,#7C43B5,#7C43B5
ITU X.735,ITU X.731,1,#7C43B5,#7C43B5
ITU X.735,ITU X.733,1,#7C43B5,#7C43B5
ITU X.735,ITU X.734,1,#7C43B5,#7C43B5
ITU X.735,ITU X.200,1,#7C43B5,#7C43B5
ITU X.735,ITU X.210,1,#7C43B5,#7C43B5
ITU X.735,ITU X.208,1,#7C43B5,#7C43B5
ITU X.735,ITU X.209,1,#7C43B5,#7C43B5
ITU X.735,ITU X.700,1,#7C43B5,#7C43B5
ITU X.735,ITU X.710,1,#7C43B5,#7C43B5
ITU X.735,ITU X.290,1,#7C43B5,#7C43B5
ITU X.735,ISO 10164-6,1,#7C43B5,#7C43B5
ITU X.735,ISO 7498-4,2,#7C43B5,#7C43B5
ITU X.735,ISO 7498-1,2,#7C43B5,#7C43B5
ITU X.735,ISO 10040,4,#7C43B5,#7C43B5
ITU X.735,ISO 10165-2,4,#7C43B5,#7C43B5
ITU X.735,ISO 10164-1,10,#7C43B5,#7C43B5
ITU X.735,ISO 10164-2,6,#7C43B5,#7C43B5
ITU X.735,ISO 10164-4,6,#7C43B5,#7C43B5
ITU X.735,ISO 10164-5,2,#7C43B5,#7C43B5
ITU X.735,ISO 8824-1,1,#7C43B5,#7C43B5
ITU X.735,ISO 8825,3,#7C43B5,#7C43B5
ITU X.735,ISO 9595,1,#7C43B5,#7C43B5
ITU X.735,ISO 9646-1,1,#7C43B5,#7C43B5
ITU X.735,ISO 9545,1,#7C43B5,#7C43B5
ITU X.735,ISO 8509,1,#7C43B5,#7C43B5
ITU X.736,ITU X.701,1,#7C43B5,#7C43B5
ITU X.736,ITU X.721,1,#7C43B5,#7C43B5
ITU X.736,ITU X.722,1,#7C43B5,#7C43B5
ITU X.736,ITU X.733,1,#7C43B5,#7C43B5
ITU X.736,ITU X.7341,1,#7C43B5,#7C43B5
ITU X.736,ITU X.7351,1,#7C43B5,#7C43B5
ITU X.736,ITU X.200,1,#7C43B5,#7C43B5
ITU X.736,ITU X.208,1,#7C43B5,#7C43B5
ITU X.736,ITU X.209,1,#7C43B5,#7C43B5
ITU X.736,ITU X.210,1,#7C43B5,#7C43B5
ITU X.736,ITU X.290,1,#7C43B5,#7C43B5
ITU X.736,ITU X.800,1,#7C43B5,#7C43B5
