source,target
ITU Q.2631.1,ITU H.248.61
RFC 6051,ITU H.248.88
RFC 1643,ITU J.166
RFC 7201,ITU H.248.93
RFC 4429,RFC 6434
RFC 4944,RFC 6434
RFC 926,RFC 1700
ITU E.529,ITU E.360.1
ITU BT.1700,ISO 23008-2
ISO 13818-11,ITU H.222.0
ISO 14496-17,ITU H.222.0
ISO 23001-10,ITU H.222.0
ISO 23001-9,ITU H.222.0
ISO 23002-3,ITU H.222.0
ISO 23003-3,ITU H.222.0
ISO 23003-4,ITU H.222.0
ISO 23008-3,ITU H.222.0
ITU BT.1886,ITU H.222.0
ITU BT.2100,ITU H.222.0
ITU BT.470-7,ITU H.222.0
RFC 5484,ITU H.222.0
RFC 6798,RFC 6792
RFC 3460,ITU X.1036
ITU G.726-40,ITU V.152
RFC 3142,ITU H.248.84
RFC 7271,ITU G.8131
ITU Q.765.4,ITU Q.1902.1
RFC 2554,RFC 4409
RFC 3631,RFC 3862
RFC 3689,ITU J.261
RFC 4734,ITU G.984.4
RFC 5049,ITU J.366.4
ISO 11588-8,ITU X.402
ITU M.3641,ITU M.3211.1
RFC 4945,RFC 5026
ITU X.409,ITU H.245
RFC 5053,ITU H.701
ITU G.132,ITU G.176
RFC 4948,RFC 5902
RFC 5887,RFC 5902
RFC 2587,RFC 4523
RFC 2185,RFC 2893
RFC 1809,RFC 4081
RFC 2797,RFC 5280
RFC 4188,RFC 4268
RFC 1619,ITU X.85
RFC 1752,RFC 2993
RFC 2050,RFC 2993
ITU F.185,ITU T.38
ISO 21210,ITU F.749.1
ISO 21212,ITU F.749.1
ISO 21213,ITU F.749.1
ISO 21214,ITU F.749.1
ISO 21216,ITU F.749.1
ISO 24102,ITU F.749.1
ISO 29281,ITU F.749.1
RFC 5978,RFC 5971
RFC 980,RFC 1812
ISO 15051,ISO 15052
ITU E.750,ITU F.115
ITU M.1034,ITU F.115
ITU M.1036,ITU F.115
ITU M.816,ITU F.115
ITU M.818,ITU F.115
ITU M.819-1,ITU F.115
RFC 1383,RFC 7149
RFC 2622,RFC 7149
RFC 4612,ITU T.38
ITU V.38,ITU M.1380
RFC 2674,ITU J.213
RFC 6101,ITU Y.3503
ISO 19136,ITU H.741.2
ISO 10176,ISO 11404
ITU V.150,ITU V.152
RFC 4526,ITU X.501
ITU Q.81.1,ITU Q.731.1
RFC 5750,RFC 5888
ITU L.161,ITU L.103
ITU X.371,ITU X.7
RFC 3936,ITU Y.2205
RFC 6135,ITU H.248.84
RFC 5339,RFC 6001
RFC 4866,RFC 5535
RFC 5533,RFC 5535
RFC 5535,RFC 5739
ITU G.720,ITU T.5
RFC 6423,ITU G.8113.1
RFC 5320,RFC 6333
RFC 4652,ITU G.8081
RFC 1117,RFC 1140
ITU H.722,ITU H.765
RFC 1428,RFC 1700
ITU F.733,ITU Y.2201
ITU F.742,ITU Y.2201
RFC 5252,RFC 5392
RFC 5329,RFC 5392
RFC 5340,RFC 5392
ISO 18033-3,ITU H.761
RFC 3577,RFC 5472
ISO 15802-5,RFC 2427
RFC 1973,RFC 2427
RFC 2390,RFC 2427
ISO 18028-1,ITU X.1051
ISO 18028-4,ITU X.1051
ISO 18044,ITU X.1051
ITU F.1492,ITU G.827
ITU F.1493,ITU G.827
ITU S.579-5,ITU G.827
RFC 2224,RFC 3530
ITU Q.1237,ITU Q.1241
RFC 2521,RFC 4347
RFC 1768,ITU H.225.0
RFC 5767,RFC 5853
RFC 4634,RFC 5077
RFC 4851,RFC 5077
ITU Y.2807,ITU Y.2091
RFC 2255,RFC 4516
RFC 3902,RFC 4227
ISO 15946,RFC 5639
ISO 18032,RFC 5639
RFC 5753,RFC 5639
RFC 5912,RFC 7427
ITU Q.953.5,ITU Q.950
ISO 9788-1,ISO 15944-7
RFC 2660,ITU H.323
RFC 7090,ITU Q.1912.5
RFC 3518,ITU G.7714.1
ITU Q.732.2,ITU Q.2660
ITU Q.732.7,ITU Q.2660
ITU Q.733.1,ITU Q.2660
ITU Q.733.2,ITU Q.2660
ITU Q.734.1,ITU Q.2660
ITU Q.734.2,ITU Q.2660
ITU Q.735.6,ITU Q.2660
ITU Q.736.3,ITU Q.2660
RFC 4954,RFC 6409
ISO 17878,ISO 2016
ITU Q.824.6,ITU G.983.2
RFC 4891,RFC 5739
RFC 3366,RFC 4614
RFC 6388,RFC 6425
RFC 1735,RFC 1932
RFC 1406,RFC 1700
RFC 1407,RFC 1700
RFC 1472,RFC 1700
ITU H.765,ITU H.770
ITU J.702,ITU H.720
ITU Q.1185,ITU Q.1902.4
RFC 6714,ITU H.248.90
RFC 3994,RFC 7573
RFC 6275,RFC 7296
RFC 3465,RFC 4341
ITU G.694,ITU G.987.4
RFC 5706,RFC 6390
ITU Q.2951.8,ITU Q.2932.1
RFC 3220,ITU Y.2014
ISO 3279,RFC 3044
ISO 3297,RFC 3044
RFC 4074,RFC 4472
RFC 6398,RFC 6401
ISO 9797-1,ISO 7501
ITU H.350.3,ITU H.350
ITU J.218,ITU J.126
RFC 3194,RFC 3314
RFC 8227,ITU G.8132
RFC 2620,ITU J.164
ITU T.422,ITU T.435
RFC 5782,RFC 6647
ITU Y.1281,ITU Y.2807
ISO 19793,ITU X.911
ITU X.906,ITU X.911
RFC 1556,RFC 1700
RFC 6183,RFC 6390
ITU H.351,ITU H.248.94
RFC 3818,ITU G.7712
ISO 11073-104,ITU H.810
ISO 11073-10404,ITU H.810
ISO 11073-10406,ITU H.810
ISO 11073-10407,ITU H.810
ISO 11073-10408,ITU H.810
ISO 11073-10415,ITU H.810
ISO 11073-10418,ITU H.810
ISO 11073-10419,ITU H.810
ISO 11073-10420,ITU H.810
ISO 11073-10421,ITU H.810
ISO 11073-10424,ITU H.810
ISO 11073-10441,ITU H.810
ISO 11073-10442,ITU H.810
ISO 11073-10471,ITU H.810
ISO 11073-10472,ITU H.810
ISO 11073-20601-2010,ITU H.810
ISO 11073-20601-2016,ITU H.810
ITU X.12501,ITU X.1250
ISO 12862,ISO 2011
ISO 18927,ISO 2011
RFC 1742,RFC 3417
ITU X.272,ITU X.7
RFC 2382,ITU Y.1310
RFC 4740,RFC 5090
RFC 4135,RFC 4941
ITU I.253.1,ITU F.853
ITU I.254.1,ITU F.853
RFC 3423,RFC 3955
ISO 9834-1-1,ITU X.226
RFC 4230,RFC 6411
RFC 6411,RFC 6401
ISO 10164-19,ITU X.703
RFC 1653,RFC 1700
RFC 3771,ITU H.235.8
RFC 5969,RFC 6724
RFC 2320,RFC 2225
RFC 5560,RFC 5835
RFC 2130,RFC 2640
ISO 14469-2,RFC 3016
RFC 3030,RFC 6409
RFC 3885,RFC 6409
RFC 4720,ITU G.8121
RFC 2301,ITU H.248.2
RFC 2305,ITU H.248.2
RFC 6204,RFC 6296
RFC 4343,RFC 5922
RFC 5924,RFC 5922
ISO 14000,ISO 3307
ISO 9281,ITU T.106
ITU Y.2600,ITU Y.2621
RFC 3824,ITU Q.3401
RFC 4576,RFC 5250
RFC 4750,RFC 5250
ISO 14813-5,ISO 19763
ISO 20944,ISO 19763
ITU D.160,ITU H.323
ITU H.332,ITU H.323
RFC 2854,ITU H.323
RFC 5352,ITU H.323
RFC 5353,ITU H.323
ITU X.440,ITU X.400
ISO 2382-12,ISO 15944-7
RFC 855,RFC 1184
ISO 9241-11,ISO 24751-1
ITU Q.723,ITU M.4110
RFC 5705,RFC 5764
ITU H.32,ITU H.248.19
RFC 4376,ITU H.248.19
RFC 4582,ITU H.248.19
ITU Q.860,ITU Q.765.4
RFC 4226,ITU X.1153
RFC 4793,ITU X.1153
RFC 882,RFC 1000
ISO 27011,ITU E.800
ITU X.1051,ITU E.800
RFC 1136,ITU H.248.64
RFC 3152,RFC 4294
RFC 3096,RFC 3095
ISO 10164-16,ITU X.703
RFC 2793,RFC 4103
RFC 4102,RFC 4103
ISO 14496-11,ITU H.760
ISO 23004,ITU H.760
ITU BT.1699-1,ITU H.760
ITU BT.1722-1,ITU H.760
RFC 4830,ITU Q.1708
RFC 4831,ITU Q.1708
RFC 7087,ITU G.8101
ITU X.832,ITU Q.1228
ITU Y.1911,ITU J.700
RFC 3617,ITU J.167
RFC 4682,ITU J.167
RFC 5098,ITU J.167
RFC 4181,RFC 6087
ISO 14598-5,ITU Z.150
ISO 25000,ITU Z.150
ISO 9126-1,ITU Z.150
RFC 3708,RFC 4614
RFC 4015,RFC 4614
RFC 4138,RFC 4614
RFC 3114,RFC 3850
ITU H.350.2,ITU H.350
ITU V.58,ITU V.250
ITU V.59,ITU V.250
RFC 5394,RFC 5671
RFC 3010,RFC 3530
ITU T.106,ITU T.105
ITU Q.1912.4,ITU Q.1930
RFC 2826,RFC 4472
ITU Q.826,ITU Y.2271
ITU I.464,ITU H.242
RFC 3395,RFC 3577
RFC 2895,RFC 3577
ISO 2382-25,ITU X.86
ISO 1081-2,ITU Y.2720
RFC 3811,ITU J.214
ITU X.281,ITU X.160
ITU X.282,ITU X.160
RFC 1859,RFC 2126
RFC 4360,RFC 4761
RFC 4456,RFC 4761
RFC 4760,RFC 4761
ITU J.300,ITU J.263
RFC 3498,RFC 4966
ITU J.174,ITU Y.1291
ITU Q.810,ITU M.3180
RFC 863,RFC 1340
ITU Q.3401,ITU Y.1911
ITU G.7716,ITU G.8081
ITU X.326,ITU X.300
ITU X.327,ITU X.300
RFC 4270,RFC 6120
RFC 3144,RFC 3577
RFC 2613,RFC 3577
ISO 10031-1,ITU T.435
ISO 10166-1,ITU T.435
RFC 6401,RFC 6710
ITU BT.709-5,ITU H.721
ITU K.38,ITU K.48
ITU SM.329-10,ITU K.48
ITU BT.709-2,ITU T.800
RFC 2487,RFC 2595
RFC 6066,RFC 6120
ITU H.248.81,ITU Y.2205
ITU Y.2722,ITU Y.2205
ITU Q.1741.6,ITU Y.2091
RFC 5725,RFC 6958
RFC 6878,RFC 7090
ISO 2382-15,ISO 15944-7
ITU Q.2965,ITU Q.2965.2
RFC 3780,RFC 6020
ITU Q.731.8,ITU Q.2660
ITU G.735,ITU M.2100
ISO 29341-1,ITU H.761
RFC 6726,ITU H.761
ITU T.180,ITU X.1244
RFC 4981,ITU X.1244
ISO 13642,ITU X.160
RFC 2287,RFC 4022
ITU Q.87.1,ITU Q.737.1
RFC 6263,RFC 6849
RFC 4132,ITU Y.2701
RFC 4312,ITU Y.2701
ISO 14652,ISO 233
ISO 9945-3,ISO 233
ISO 9945-4,ISO 233
RFC 1227,RFC 1470
RFC 5221,RFC 5521
RFC 6724,ITU H.248.50
RFC 5006,RFC 6106
ITU X.78,ITU X.7
RFC 1845,RFC 6409
RFC 2852,RFC 6409
ITU F.750-2,ITU G.861
ITU F.751-1,ITU G.861
ITU S.1149,ITU G.861
ISO 19500-2,ITU X.903
ITU X.952,ITU X.903
RFC 2458,ITU Y.1001
RFC 3217,RFC 3370
RFC 3218,RFC 3370
ISO 802.3,ITU J.112
ITU J.110,ITU J.112
ISO 15944-6,ISO 15944-1
ISO 7501-2,ISO 15944-1
ITU I.253.3,ITU Q.733.3
ITU Q.83.3,ITU Q.733.3
RFC 3595,RFC 6021
RFC 5176,RFC 6733
RFC 5149,ITU Y.2018
RFC 4574,RFC 7006
RFC 4338,RFC 6434
RFC 6437,RFC 6434
RFC 820,RFC 880
RFC 3470,RFC 6120
RFC 1874,RFC 3252
RFC 2606,RFC 3406
ITU X.2961,ITU X.256
ISO 10303,ISO 20943-3
ISO 10303-41,ISO 20943-3
RFC 920,ITU V.150.1
RFC 864,RFC 1340
RFC 866,RFC 1340
RFC 3554,RFC 5811
RFC 5798,RFC 5811
ISO 10164-20,ITU X.746
RFC 4031,RFC 4665
RFC 1922,RFC 2130
RFC 1502,RFC 2130
ITU J.169,ITU J.176
ITU X.149,ITU X.7
RFC 5095,RFC 7066
RFC 2494,ITU J.214
ITU V.5,ITU O.153
RFC 2164,RFC 2156
RFC 1269,RFC 1812
ITU E.7732,ITU E.493
ITU E.7741,ITU E.493
ITU E.7762,ITU E.493
ITU Q.522,ITU G.168
RFC 4820,RFC 4821
RFC 6985,RFC 7312
RFC 6083,ITU H.248.93
ITU X.467,ITU X.402
ISO 11073-2060,ITU H.812.1
ISO 11073-30200-2004,ITU H.812.1
RFC 5029,RFC 5316
RFC 5330,RFC 5316
RFC 5081,RFC 5929
ITU G.66,ITU G.650.3
ITU G.67,ITU G.650.3
RFC 2108,RFC 4502
ITU F.162,ITU M.1400
ITU F.163,ITU M.1400
ITU I.231.6,ITU M.1400
ITU I.232.1,ITU M.1400
ITU I.232.2,ITU M.1400
ITU I.232.3,ITU M.1400
ITU I.365.5,ITU M.1400
ITU I.365.6,ITU M.1400
ISO 8473-5,ITU Q.811
RFC 3481,RFC 4614
RFC 6092,RFC 6204
ITU Q.1229,ITU Q.1238.2
ISO 18038,ISO 15944-2
RFC 5194,RFC 6881
RFC 4525,ITU X.518
ITU L.15,ITU L.42
ITU L.31,ITU L.42
RFC 2929,RFC 5226
RFC 2939,RFC 5226
RFC 3942,RFC 5226
RFC 4044,RFC 5226
RFC 4995,RFC 5226
RFC 6296,ITU H.248.84
RFC 3873,RFC 4960
RFC 4460,RFC 4960
RFC 2536,RFC 4034
ITU M.605,ITU O.22
ITU G.726-32,ITU T.38
RFC 3092,RFC 4051
RFC 2722,ITU E.360.1
RFC 5348,RFC 5405
RFC 5223,RFC 5986
RFC 5985,RFC 5986
ITU X.2342,ITU X.264
ITU X.2743,ITU X.264
RFC 3566,RFC 3720
ITU X.665,ITU X.227
ISO 13335,ITU X.842
ITU BS.1196-2,ITU H.245
ITU I.359,ITU Y.1530
RFC 2538,RFC 4033
RFC 3655,RFC 4033
ITU Y.2054,ITU Y.2201
RFC 5942,ITU G.988
ITU X.843,ITU E.800
RFC 2278,RFC 3536
ITU BT.2021-1,ITU P.915
ITU BT.2160-2,ITU P.915
RFC 1610,RFC 1716
ITU B.12,ITU G.100.1
ITU G.71,ITU G.100.1
ITU G.72,ITU G.100.1
ITU V.574-4,ITU G.100.1
ISO 15489-1,ISO 15944-7
RFC 976,RFC 2076
RFC 3087,RFC 4240
RFC 4505,RFC 6120
RFC 3911,ITU Q.3401
RFC 1120,RFC 1140
ISO 8802.3,RFC 1142
RFC 6171,ITU X.511
RFC 4478,RFC 5996
RFC 5739,RFC 5996
ISO 9573,ITU T.502
ITU T.505,ITU T.502
RFC 21,RFC 4846
RFC 2441,RFC 4846
ITU Q.733.5,ITU Q.1912.5
RFC 4021,ITU H.248.69
ITU P.900,ITU P.800.2
RFC 3853,ITU Y.2205
RFC 5973,RFC 5978
RFC 5975,RFC 5978
ISO 3664,ITU T.412
ITU Q.734,ITU Q.1912.5
RFC 3363,RFC 4294
RFC 2590,RFC 6434
ITU I.252.71,ITU Q.732.7
ITU Q.82.7,ITU Q.732.7
RFC 6532,RFC 6838
ITU H.35,ITU H.351
RFC 2379,RFC 2382
ITU X.81,ITU X.300
ITU X.82,ITU X.300
RFC 3764,RFC 3824
RFC 3475,ITU Y.1313
ISO 15459,ITU X.520
ISO 15459-5,ITU X.520
RFC 3815,RFC 6348
RFC 7587,ITU H.248.94
ISO 10202,ITU X.814
ISO 8734,ITU X.814
RFC 3651,RFC 3650
RFC 3652,RFC 3650
ISO 10742,ITU X.160
RFC 14831,ITU X.329
RFC 14901,ITU X.329
ITU Y.2262,ITU Y.2091
RFC 4662,ITU J.366.4
ITU Q.9521,ITU Q.954.2
ITU I.515,ITU V.110
ITU J.293,ITU J.702
RFC 2856,RFC 6021
ISO 8583-1,ISO 15944-7
RFC 3147,ITU G.7712
RFC 3074,RFC 3456
ITU G.966,ITU I.732
ITU I.365,ITU I.732
ITU I.366,ITU I.732
RFC 3581,ITU J.366.4
RFC 4075,ITU J.218
ITU BT.653,ITU J.81
ITU BT.656,ITU J.81
ITU BT.800,ITU J.81
ITU BT.8002,ITU J.81
ITU CMTT.724,ITU J.81
ISO 19459,ISO 19460
RFC 44520,RFC 4523
RFC 4298,ITU J.161
RFC 1535,RFC 6106
RFC 5358,RFC 6106
RFC 3316,RFC 7066
ITU T.33,RFC 2806
RFC 5885,RFC 6428
RFC 3514,RFC 3923
ISO 10182,ISO 10967
ISO 10206,ISO 10967
ISO 10279,ISO 10967
ISO 10514-1,ISO 10967
ISO 10514-2,ISO 10967
ISO 13211-1,ISO 10967
ISO 13751,ISO 10967
ISO 13816,ISO 10967
ISO 14598-1,ISO 10967
ISO 15145,ISO 10967
ISO 6160,ISO 10967
ISO 6522,ISO 10967
ISO 7185,ISO 10967
ISO 8485,ISO 10967
ISO 9126,ISO 10967
ITU Q.953.4,ITU H.246
ITU E.150,ITU E.737
RFC 4419,RFC 4462
ITU G.774.5,ITU I.751
ITU Q.813,ITU Q.815
RFC 6436,RFC 6437
RFC 6438,RFC 6437
ITU G.724,ITU M.2100
ITU G.737,ITU M.2100
ITU G.738,ITU M.2100
ITU G.739,ITU M.2100
ISO 10476-3,ITU X.930
ISO 147691,ITU X.930
ITU X.9601,ITU X.930
RFC 3562,RFC 4614
RFC 4903,RFC 5739
RFC 4284,RFC 5216
RFC 6455,ITU H.248.78
RFC 7702,ITU H.248.78
ITU X.750,ITU X.703
RFC 3739,RFC 4949
RFC 2857,ITU Y.2701
RFC 3657,ITU Y.2701
RFC 3664,ITU Y.2701
RFC 4109,ITU Y.2701
ITU H.248.86,ITU H.248.89
ITU E.437,ITU E.470
RFC 6478,ITU G.8121.2
RFC 5086,ITU J.214
RFC 5087,ITU J.214
RFC 5467,RFC 5828
RFC 3006,RFC 3890
ITU H.72,ITU H.730
ITU H.76,ITU H.730
ITU Y.19,ITU H.730
RFC 985,RFC 1340
ITU T.511,ITU T.501
RFC 5201,RFC 5687
ISO 3534-1,ITU X.739
ITU X.751,ITU X.701
RFC 2509,RFC 3150
RFC 2689,RFC 3150
RFC 4949,RFC 6120
RFC 4744,RFC 6244
RFC 5539,RFC 6244
RFC 6110,RFC 6244
ITU I.251.10,ITU F.853
ITU I.251.9,ITU F.853
ITU I.254.5,ITU F.853
RFC 5691,RFC 6051
RFC 3919,ITU O.211
RFC 5555,RFC 7066
RFC 3037,RFC 5036
RFC 3988,RFC 5036
ITU I.333,ITU T.103
ISO 10034,ISO 10176
ISO 15897,ITU X.520
RFC 4581,RFC 5535
RFC 4982,RFC 5535
ITU M.3108.1,ITU M.3160
RFC 1959,RFC 4516
RFC 4515,RFC 4516
ISO 100211,ITU X.400
ITU F.421,ITU X.400
RFC 2771,RFC 4607
RFC 4281,RFC 6381
RFC 4393,RFC 6381
ITU Q.300,ITU G.769
RFC 3574,RFC 4215
RFC 4214,RFC 4215
ITU H.341,ITU G.984.4
RFC 4789,ITU G.984.4
ISO 128-20,RFC 5141
ISO 128-71,RFC 5141
ISO 20022,RFC 5141
ISO 5817,RFC 5141
ISO 9075-3,RFC 5141
ISO 9999-1,RFC 5141
RFC 3151,RFC 5141
RFC 6335,RFC 6733
ISO 2381-23,ISO 15944-6
ITU Q.1741.9,ITU G.7711
ITU Q.257,ITU M.4010
ITU Q.262,ITU M.4010
ITU Q.293,ITU M.4010
ITU Q.295,ITU M.4010
RFC 2537,RFC 4034
RFC 3110,RFC 4034
RFC 1873,RFC 2110
ISO 8613-14,ITU T.413
ISO 8613-9,ITU T.413
ITU T.4191,ITU T.413
ITU T.421,ITU T.413
ITU T.4241,ITU T.413
ITU Q.833.1,ITU Y.2201
ITU Q.2630,ITU H.248.55
ISO 4892-2,ITU L.26
ISO 20016,ISO 15944-8
ISO 9735-1,ISO 9788-1
ITU X.2962,ITU X.257
RFC 2772,ITU Y.2052
RFC 4177,ITU Y.2052
RFC 4219,ITU Y.2052
ITU X.2251,ITU X.863
RFC 3480,ITU G.7713.3
RFC 6190,ITU H.241
RFC 5046,RFC 5056
RFC 1111,RFC 1280
RFC 3392,RFC 5082
ITU M.3410,ITU Y.2703
RFC 1489,RFC 1700
RFC 1554,RFC 1700
RFC 4220,RFC 5339
ITU F.724,ITU Y.2201
ITU I.252,ITU Q.732.2
ITU Q.82.2,ITU Q.732.2
RFC 4556,ITU J.170
RFC 6043,RFC 6714
RFC 6091,RFC 6714
ISO 15944-10,ISO 15944-1
RFC 6086,ITU Q.1912.5
RFC 7044,ITU Q.1912.5
ISO 11802-1,ITU X.260
ISO 13515,ITU X.260
ISO 135151,ITU X.260
RFC 1183,RFC 1700
RFC 1348,RFC 1700
RFC 727,RFC 1700
RFC 930,RFC 1700
RFC 946,RFC 1700
ITU Q.737,ITU Q.699
ITU Y.2770,ITU H.248.86
RFC 3367,RFC 3470
ITU BT.1358,ISO 23008-2
ISO 13719,ITU X.960
ISO 15474,ITU X.960
RFC 3039,RFC 3739
RFC 880,RFC 870
RFC 5505,RFC 5739
RFC 4962,RFC 6120
RFC 3043,RFC 5031
RFC 4152,RFC 5031
RFC 4179,RFC 5031
RFC 4195,RFC 5031
ISO 19544-5,ISO 15944-2
ITU BS.1285,ITU P.1301
ITU BS.1534,ITU P.1301
ITU BT.710,ITU P.1301
RFC 4076,RFC 4339
ISO 15443-1,ISO 21827
ISO 27004,ISO 21827
ISO 9000-3,ISO 21827
RFC 2801,RFC 4949
ITU F.170,ITU X.411
ITU G.933,ITU G.987.1
RFC 7230,ITU H.765
RFC 4798,RFC 4804
RFC 1923,RFC 6144
RFC 5211,RFC 6144
ISO 12073,ITU X.404
RFC 1018,RFC 1812
RFC 1089,RFC 1812
RFC 1265,RFC 1812
RFC 1266,RFC 1812
RFC 1392,RFC 1812
RFC 1418,RFC 1812
RFC 1419,RFC 1812
RFC 1420,RFC 1812
RFC 1512,RFC 1812
RFC 1780,RFC 1812
RFC 5849,ITU Y.2722
ITU X.322,ITU X.300
ITU X.350,ITU X.300
ITU X.370,ITU X.300
RFC 4372,RFC 5176
RFC 4818,RFC 5176
RFC 4849,RFC 5176
RFC 4639,ITU J.128
RFC 2496,RFC 2494
ISO 24571-3,ISO 24751-3
ISO 11180,ISO 20943-1
ISO 15046,ISO 20943-1
ISO 19111,ISO 20943-1
ISO 6709-1983,ISO 20943-1
ISO 739-2,ISO 20943-1
RFC 7799,ITU Y.1543
RFC 8337,ITU Y.1543
ITU E.421,ITU M.1230
ITU E.422,ITU M.1230
ITU E.432,ITU M.1230
RFC 5125,RFC 7362
ISO 10736-4,ITU X.274
ISO 1073-2,ISO 7501
ISO 11568-2,ISO 7501
ISO 14443-1,ISO 7501
ISO 1831,ISO 7501
ISO 19785-1,ISO 7501
ISO 19794-4,ISO 7501
ISO 19794-5,ISO 7501
ISO 19794-6,ISO 7501
ISO 7816-11,ISO 7501
ISO 7816-15,ISO 7501
ISO 7816-4,ISO 7501
ISO 7816-5,ISO 7501
ISO 7816-6,ISO 7501
ISO 7816-8,ISO 7501
ISO 7816-9,ISO 7501
RFC 3331,ITU G.799.1
RFC 3332,ITU G.799.1
ISO 15944-9,ISO 15944-8
ISO 14001,ISO 3307
ISO 15026,ISO 3307
ISO 15504-5,ISO 3307
ISO 15504-6,ISO 3307
ISO 15939,ISO 3307
ISO 33001,ISO 3307
ISO 33002,ISO 3307
ISO 33003,ISO 3307
ISO 33004,ISO 3307
ISO 33020,ISO 3307
ISO 9004,ISO 3307
RFC 2937,RFC 4795
RFC 6921,RFC 7679
ITU I.400,ITU H.324
ISO 10031,ITU T.435
ISO 10166-2,ITU T.435
RFC 3848,RFC 4954
RFC 3964,RFC 5969
RFC 5569,RFC 5969
RFC 6264,RFC 6888
RFC 6887,RFC 6888
ITU X.638,ITU G.7716
ISO 11588-2,ITU X.460
RFC 1693,RFC 1700
ISO 2012,ISO 10967
RFC 4504,RFC 5194
RFC 2072,RFC 4192
RFC 5987,RFC 6838
RFC 6648,RFC 6838
RFC 6657,RFC 6838
RFC 6839,RFC 6838
RFC 5479,ITU H.248.77
RFC 1426,RFC 1911
RFC 1854,RFC 1911
RFC 5015,RFC 5501
RFC 5722,RFC 7066
RFC 6434,RFC 7066
RFC 2870,ITU E.408
ITU BO.1774,ITU H.622.1
ITU BT.1722,ITU H.622.1
ITU BT.1736,ITU H.622.1
ITU BT.1774,ITU H.622.1
RFC 1467,RFC 4632
RFC 1482,RFC 4632
RFC 1517,RFC 4632
RFC 1520,RFC 4632
RFC 1878,RFC 4632
RFC 2036,RFC 4632
RFC 2317,RFC 4632
RFC 3021,RFC 4632
RFC 4848,RFC 5986
RFC 5808,RFC 5986
RFC 5571,RFC 6333
RFC 5625,RFC 6333
RFC 6334,RFC 6333
ITU T.506,ITU T.502
RFC 2400,RFC 2570
RFC 3281,RFC 3850
RFC 4084,RFC 4924
ITU III.1,ITU G.7711
RFC 7275,ITU G.7711
ITU X.209-31,ITU T.415
ITU Q.2951.1-8,ITU Q.1912.4
RFC 2644,ITU J.192
RFC 3028,RFC 4952
RFC 4155,RFC 4952
ISO 646-1,ISO 15944-7
RFC 5645,RFC 5951
RFC 3442,ITU J.167
RFC 3594,ITU J.167
ITU J.222.3,ITU J.222.2
RFC 3334,RFC 5472
RFC 3729,RFC 5472
RFC 4150,RFC 5472
RFC 4730,RFC 5039
ITU Q.124,ITU Q.1241
ITU A.15,ITU Q.751.1
ISO 8583,ISO 15944-1
RFC 1292,RFC 1430
RFC 1308,RFC 1430
RFC 1384,RFC 1430
RFC 2803,RFC 2801
ITU I.520,ITU I.570
ITU Q.760,ITU I.570
ISO 6937-1,ITU T.416
ITU F.1,ITU X.520
ITU F.31,ITU X.520
RFC 3672,ITU X.520
RFC 3687,ITU X.520
RFC 3727,ITU X.520
RFC 4792,ITU X.520
RFC 5134,ITU X.520
RFC 137,RFC 5198
RFC 4752,RFC 5801
RFC 5554,RFC 5801
ISO 14995,ITU T.86
ITU E.728,ITU E.726
ITU E.745,ITU E.726
RFC 4561,RFC 5151
RFC 5350,RFC 6398
RFC 6016,RFC 6398
RFC 6178,RFC 6398
RFC 4384,RFC 6183
ISO 11235-1,ITU X.703
ITU X.749,ITU X.703
RFC 3449,RFC 4614
ISO 10164-9...3,ITU X.803
ISO 10181-2....1,ITU X.803
ISO 10181-3....1,ITU X.803
ISO 11586-1...3,ITU X.803
ISO 11586-2...3,ITU X.803
ISO 11586-3...3,ITU X.803
ISO 11586-4...3,ITU X.803
ITU X.7413,ITU X.803
ITU X.8111,ITU X.803
ITU X.8303,ITU X.803
ITU X.8313,ITU X.803
ITU X.8323,ITU X.803
ITU X.8333,ITU X.803
ISO 10032,ISO 11179-3
ISO 19763-2,ISO 11179-3
ISO 19773,ISO 11179-3
ISO 21090,ISO 11179-3
ISO 31-0,ISO 11179-3
ISO 7942,ISO 8632-1
ISO 8632-4,ISO 8632-1
ISO 9636,ISO 8632-1
ISO 9636-1,ISO 8632-1
ISO 9636-2,ISO 8632-1
ISO 9636-3,ISO 8632-1
ISO 9636-4,ISO 8632-1
ISO 11073-10471-2008,ITU H.811
RFC 1234,RFC 4087
RFC 5281,RFC 6347
RFC 5288,RFC 6347
RFC 5289,RFC 6347
RFC 5406,RFC 6347
RFC 5489,RFC 6347
RFC 6298,RFC 6347
ITU M.1308,ITU E.750
RFC 5727,RFC 7433
RFC 4459,RFC 5320
ISO 10035-2...1,ITU X.237
ISO 8650-1...1,ITU X.237
ITU X.257,ITU X.237
RFC 3287,RFC 3577
ITU Q.2932,ITU Q.1237
ITU Q.2962.1,ITU Q.1237
ISO 19788-2,ISO 9788-1
ISO 19788-3,ISO 9788-1
ISO 19788-4,ISO 9788-1
ISO 19788-5,ISO 9788-1
ISO 19788-6,ISO 9788-1
RFC 5374,RFC 6411
RFC 5945,RFC 6411
RFC 6407,RFC 6411
ISO 10026-11,ITU X.851
ISO 10026-31,ITU X.851
RFC 5630,RFC 7247
ITU BT.2035,ITU H.265
ITU BT.2100-1,ITU H.265
ISO 14462,ISO 15944-1
ISO 2382-04,ISO 15944-1
RFC 643,RFC 880
RFC 678,RFC 880
